year,category,winner,entity
1970,DOCUMENTARY (Feature),False,Chariots of the Gods
1970,DOCUMENTARY (Feature),False,Jack Johnson
1970,DOCUMENTARY (Feature),False,King: A Filmed Record...Montgomery to Memphis
1970,DOCUMENTARY (Feature),False,Say Goodbye
1970,DOCUMENTARY (Feature),True,Woodstock
1970,DOCUMENTARY (Short Subject),False,The Gifts
1970,DOCUMENTARY (Short Subject),True,Interviews with My Lai Veterans
1970,DOCUMENTARY (Short Subject),False,A Long Way from Nowhere
1970,DOCUMENTARY (Short Subject),False,Oisin
1970,DOCUMENTARY (Short Subject),False,Time Is Running Out
1970,FILM EDITING,False,Airport
1970,FILM EDITING,False,M*A*S*H
1970,FILM EDITING,True,Patton
1970,FILM EDITING,False,Woodstock
1970,FOREIGN LANGUAGE FILM,False,First Love
1970,FOREIGN LANGUAGE FILM,False,Hoa-Binh
1970,FOREIGN LANGUAGE FILM,True,Investigation of a Citizen above Suspicion
1970,FOREIGN LANGUAGE FILM,False,Paix Sur Les Champs
1970,FOREIGN LANGUAGE FILM,False,Tristana
1970,MUSIC (Original Score),False,Airport
1970,MUSIC (Original Score),False,Cromwell
1970,MUSIC (Original Score),True,Love Story
1970,MUSIC (Original Score),False,Patton
1970,MUSIC (Original Score),False,Sunflower
1970,MUSIC (Original Song Score),False,The Baby Maker
1970,MUSIC (Original Song Score),False,A Boy Named Charlie Brown
1970,MUSIC (Original Song Score),False,Darling Lili
1970,MUSIC (Original Song Score),True,Let It Be
1970,MUSIC (Original Song Score),False,Scrooge
1970,MUSIC (Song--Original for the Picture),True,Lovers and Other Strangers
1970,MUSIC (Song--Original for the Picture),False,Pieces of Dreams
1970,MUSIC (Song--Original for the Picture),False,Scrooge
1970,MUSIC (Song--Original for the Picture),False,Madron
1970,MUSIC (Song--Original for the Picture),False,Darling Lili
1970,BEST PICTURE,False,Airport
1970,BEST PICTURE,False,Five Easy Pieces
1970,BEST PICTURE,False,Love Story
1970,BEST PICTURE,False,M*A*S*H
1970,BEST PICTURE,True,Patton
1970,SHORT SUBJECT (Cartoon),False,The Further Adventures of Uncle Sam: Part Two
1970,SHORT SUBJECT (Cartoon),True,Is It Always Right to Be Right?
1970,SHORT SUBJECT (Cartoon),False,The Shepherd
1970,SHORT SUBJECT (Live Action),True,The Resurrection of Broncho Billy
1970,SHORT SUBJECT (Live Action),False,Shut Up...I'm Crying
1970,SHORT SUBJECT (Live Action),False,Sticky My Fingers...Fleet My Feet
1970,SOUND,False,Airport
1970,SOUND,True,Patton
1970,SOUND,False,Ryan's Daughter
1970,SOUND,False,Woodstock
1970,WRITING (Screenplay--based on material from another medium),False,Airport
1970,WRITING (Screenplay--based on material from another medium),False,I Never Sang for My Father
1970,WRITING (Screenplay--based on material from another medium),False,Lovers and Other Strangers
1970,WRITING (Screenplay--based on material from another medium),True,M*A*S*H
1970,WRITING (Screenplay--based on material from another medium),False,Women in Love
1970,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),False,Five Easy Pieces
1970,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),False,Joe
1970,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),False,Love Story
1970,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),False,My Night at Maud's
1970,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),True,Patton
1971,ART DIRECTION,False,The Andromeda Strain
1971,ART DIRECTION,False,Bedknobs and Broomsticks
1971,ART DIRECTION,False,Fiddler on the Roof
1971,ART DIRECTION,False,"Mary, Queen of Scots"
1971,ART DIRECTION,True,Nicholas and Alexandra
1971,CINEMATOGRAPHY,True,Fiddler on the Roof
1971,CINEMATOGRAPHY,False,The French Connection
1971,CINEMATOGRAPHY,False,The Last Picture Show
1971,CINEMATOGRAPHY,False,Nicholas and Alexandra
1971,CINEMATOGRAPHY,False,Summer of '42
1971,COSTUME DESIGN,False,Bedknobs and Broomsticks
1971,COSTUME DESIGN,False,Death in Venice
1971,COSTUME DESIGN,False,"Mary, Queen of Scots"
1971,COSTUME DESIGN,True,Nicholas and Alexandra
1971,COSTUME DESIGN,False,What's the Matter with Helen?
1971,DIRECTING,False,A Clockwork Orange
1971,DIRECTING,False,Fiddler on the Roof
1971,DIRECTING,True,The French Connection
1971,DIRECTING,False,The Last Picture Show
1971,DIRECTING,False,Sunday Bloody Sunday
1971,DOCUMENTARY (Feature),False,Alaska Wilderness Lake
1971,DOCUMENTARY (Feature),True,The Hellstrom Chronicle
1971,DOCUMENTARY (Feature),False,On Any Sunday
1971,DOCUMENTARY (Feature),False,The RA Expeditions
1971,DOCUMENTARY (Feature),False,The Sorrow and the Pity
1971,DOCUMENTARY (Short Subject),False,Adventures in Perception
1971,DOCUMENTARY (Short Subject),False,Art Is...
1971,DOCUMENTARY (Short Subject),False,The Numbers Start with the River
1971,DOCUMENTARY (Short Subject),True,Sentinels of Silence
1971,DOCUMENTARY (Short Subject),False,Somebody Waiting
1971,FILM EDITING,False,The Andromeda Strain
1971,FILM EDITING,False,A Clockwork Orange
1971,FILM EDITING,True,The French Connection
1971,FILM EDITING,False,Kotch
1971,FILM EDITING,False,Summer of '42
1971,FOREIGN LANGUAGE FILM,False,Dodes'ka-Den
1971,FOREIGN LANGUAGE FILM,False,The Emigrants
1971,FOREIGN LANGUAGE FILM,True,The Garden of the Finzi Continis
1971,FOREIGN LANGUAGE FILM,False,The Policeman
1971,FOREIGN LANGUAGE FILM,False,Tchaikovsky
1971,MUSIC (Original Dramatic Score),False,"Mary, Queen of Scots"
1971,MUSIC (Original Dramatic Score),False,Nicholas and Alexandra
1971,MUSIC (Original Dramatic Score),False,Shaft
1971,MUSIC (Original Dramatic Score),False,Straw Dogs
1971,MUSIC (Original Dramatic Score),True,Summer of '42
1971,MUSIC (Scoring: Adaptation and Original Song Score),False,Bedknobs and Broomsticks
1971,MUSIC (Scoring: Adaptation and Original Song Score),False,The Boy Friend
1971,MUSIC (Scoring: Adaptation and Original Song Score),True,Fiddler on the Roof
1971,MUSIC (Scoring: Adaptation and Original Song Score),False,Tchaikovsky
1971,MUSIC (Scoring: Adaptation and Original Song Score),False,Willy Wonka and the Chocolate Factory
1971,MUSIC (Song--Original for the Picture),False,Bedknobs and Broomsticks
1971,MUSIC (Song--Original for the Picture),False,Sometimes a Great Notion
1971,MUSIC (Song--Original for the Picture),False,Bless the Beasts & Children
1971,MUSIC (Song--Original for the Picture),False,Kotch
1971,MUSIC (Song--Original for the Picture),True,Shaft
1971,BEST PICTURE,False,A Clockwork Orange
1971,BEST PICTURE,False,Fiddler on the Roof
1971,BEST PICTURE,True,The French Connection
1971,BEST PICTURE,False,The Last Picture Show
1971,BEST PICTURE,False,Nicholas and Alexandra
1971,SHORT SUBJECT (Animated),True,The Crunch Bird
1971,SHORT SUBJECT (Animated),False,Evolution
1971,SHORT SUBJECT (Animated),False,The Selfish Giant
1971,SHORT SUBJECT (Live Action),False,Good Morning
1971,SHORT SUBJECT (Live Action),False,The Rehearsal
1971,SHORT SUBJECT (Live Action),True,Sentinels of Silence
1971,SOUND,False,Diamonds Are Forever
1971,SOUND,True,Fiddler on the Roof
1971,SOUND,False,The French Connection
1971,SOUND,False,Kotch
1971,SOUND,False,"Mary, Queen of Scots"
1971,WRITING (Screenplay--based on material from another medium),False,A Clockwork Orange
1971,WRITING (Screenplay--based on material from another medium),False,The Conformist
1971,WRITING (Screenplay--based on material from another medium),True,The French Connection
1971,WRITING (Screenplay--based on material from another medium),False,The Garden of the Finzi Continis
1971,WRITING (Screenplay--based on material from another medium),False,The Last Picture Show
1971,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),True,The Hospital
1971,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),False,Investigation of a Citizen above Suspicion
1971,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),False,Klute
1971,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),False,Summer of '42
1971,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),False,Sunday Bloody Sunday
1972,ART DIRECTION,True,Cabaret
1972,ART DIRECTION,False,Lady Sings the Blues
1972,ART DIRECTION,False,The Poseidon Adventure
1972,ART DIRECTION,False,Travels with My Aunt
1972,ART DIRECTION,False,Young Winston
1972,CINEMATOGRAPHY,False,Butterflies Are Free
1972,CINEMATOGRAPHY,True,Cabaret
1972,CINEMATOGRAPHY,False,The Poseidon Adventure
1972,CINEMATOGRAPHY,False,1776
1972,CINEMATOGRAPHY,False,Travels with My Aunt
1972,COSTUME DESIGN,False,The Godfather
1972,COSTUME DESIGN,False,Lady Sings the Blues
1972,COSTUME DESIGN,False,The Poseidon Adventure
1972,COSTUME DESIGN,True,Travels with My Aunt
1972,COSTUME DESIGN,False,Young Winston
1972,DIRECTING,True,Cabaret
1972,DIRECTING,False,Deliverance
1972,DIRECTING,False,The Emigrants
1972,DIRECTING,False,The Godfather
1972,DIRECTING,False,Sleuth
1972,DOCUMENTARY (Feature),False,Ape and Super-Ape
1972,DOCUMENTARY (Feature),False,Malcolm X
1972,DOCUMENTARY (Feature),False,Manson
1972,DOCUMENTARY (Feature),True,Marjoe
1972,DOCUMENTARY (Feature),False,The Silent Revolution
1972,DOCUMENTARY (Short Subject),False,Hundertwasser's Rainy Day
1972,DOCUMENTARY (Short Subject),False,K-Z
1972,DOCUMENTARY (Short Subject),False,Selling Out
1972,DOCUMENTARY (Short Subject),True,This Tiny World
1972,DOCUMENTARY (Short Subject),False,The Tide of Traffic
1972,FILM EDITING,True,Cabaret
1972,FILM EDITING,False,Deliverance
1972,FILM EDITING,False,The Godfather
1972,FILM EDITING,False,The Hot Rock
1972,FILM EDITING,False,The Poseidon Adventure
1972,FOREIGN LANGUAGE FILM,False,The Dawns Here Are Quiet
1972,FOREIGN LANGUAGE FILM,True,The Discreet Charm of the Bourgeoisie
1972,FOREIGN LANGUAGE FILM,False,I Love You Rosa
1972,FOREIGN LANGUAGE FILM,False,My Dearest Señorita
1972,FOREIGN LANGUAGE FILM,False,The New Land
1972,MUSIC (Original Dramatic Score),False,The Godfather
1972,MUSIC (Original Dramatic Score),False,images
1972,MUSIC (Original Dramatic Score),True,Limelight
1972,MUSIC (Original Dramatic Score),False,Napoleon and Samantha
1972,MUSIC (Original Dramatic Score),False,The Poseidon Adventure
1972,MUSIC (Original Dramatic Score),False,Sleuth
1972,MUSIC (Scoring: Adaptation and Original Song Score),True,Cabaret
1972,MUSIC (Scoring: Adaptation and Original Song Score),False,Lady Sings the Blues
1972,MUSIC (Scoring: Adaptation and Original Song Score),False,Man of La Mancha
1972,MUSIC (Song--Original for the Picture),False,Ben
1972,MUSIC (Song--Original for the Picture),False,The Little Ark
1972,MUSIC (Song--Original for the Picture),False,The Life and Times of Judge Roy Bean
1972,MUSIC (Song--Original for the Picture),True,The Poseidon Adventure
1972,MUSIC (Song--Original for the Picture),False,The Stepmother
1972,BEST PICTURE,False,Cabaret
1972,BEST PICTURE,False,Deliverance
1972,BEST PICTURE,False,The Emigrants
1972,BEST PICTURE,True,The Godfather
1972,BEST PICTURE,False,Sounder
1972,SHORT SUBJECT (Animated),True,A Christmas Carol
1972,SHORT SUBJECT (Animated),False,Kama Sutra Rides Again
1972,SHORT SUBJECT (Animated),False,Tup Tup
1972,SHORT SUBJECT (Live Action),False,Frog Story
1972,SHORT SUBJECT (Live Action),True,Norman Rockwell's World...An American Dream
1972,SHORT SUBJECT (Live Action),False,Solo
1972,SOUND,False,Butterflies Are Free
1972,SOUND,True,Cabaret
1972,SOUND,False,The Candidate
1972,SOUND,False,The Godfather
1972,SOUND,False,The Poseidon Adventure
1972,WRITING (Screenplay--based on material from another medium),False,Cabaret
1972,WRITING (Screenplay--based on material from another medium),False,The Emigrants
1972,WRITING (Screenplay--based on material from another medium),True,The Godfather
1972,WRITING (Screenplay--based on material from another medium),False,Pete 'n' Tillie
1972,WRITING (Screenplay--based on material from another medium),False,Sounder
1972,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),True,The Candidate
1972,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),False,The Discreet Charm of the Bourgeoisie
1972,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),False,Lady Sings the Blues
1972,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),False,Murmur of the Heart
1972,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),False,Young Winston
1973,ART DIRECTION,False,Brother Sun Sister Moon
1973,ART DIRECTION,False,The Exorcist
1973,ART DIRECTION,True,The Sting
1973,ART DIRECTION,False,The Way We Were
1973,CINEMATOGRAPHY,True,Cries and Whispers
1973,CINEMATOGRAPHY,False,The Exorcist
1973,CINEMATOGRAPHY,False,Jonathan Livingston Seagull
1973,CINEMATOGRAPHY,False,The Sting
1973,CINEMATOGRAPHY,False,The Way We Were
1973,COSTUME DESIGN,False,Cries and Whispers
1973,COSTUME DESIGN,False,Ludwig
1973,COSTUME DESIGN,True,The Sting
1973,COSTUME DESIGN,False,The Way We Were
1973,DIRECTING,False,American Graffiti
1973,DIRECTING,False,Cries and Whispers
1973,DIRECTING,False,The Exorcist
1973,DIRECTING,False,Last Tango in Paris
1973,DIRECTING,True,The Sting
1973,DOCUMENTARY (Feature),False,Always a New Beginning
1973,DOCUMENTARY (Feature),False,Battle of Berlin
1973,DOCUMENTARY (Feature),True,The Great American Cowboy
1973,DOCUMENTARY (Feature),False,Journey to the Outer Limits
1973,DOCUMENTARY (Feature),False,Walls of Fire
1973,DOCUMENTARY (Short Subject),False,Background
1973,DOCUMENTARY (Short Subject),False,Children at Work (Paisti Ag Obair)
1973,DOCUMENTARY (Short Subject),False,Christo's Valley Curtain
1973,DOCUMENTARY (Short Subject),False,Four Stones for Kanemitsu
1973,DOCUMENTARY (Short Subject),True,Princeton: A Search for Answers
1973,FILM EDITING,False,American Graffiti
1973,FILM EDITING,False,The Day of the Jackal
1973,FILM EDITING,False,The Exorcist
1973,FILM EDITING,False,Jonathan Livingston Seagull
1973,FILM EDITING,True,The Sting
1973,FOREIGN LANGUAGE FILM,True,Day for Night
1973,FOREIGN LANGUAGE FILM,False,The House on Chelouche Street
1973,FOREIGN LANGUAGE FILM,False,L'Invitation
1973,FOREIGN LANGUAGE FILM,False,The Pedestrian
1973,FOREIGN LANGUAGE FILM,False,Turkish Delight
1973,MUSIC (Original Dramatic Score),False,Cinderella Liberty
1973,MUSIC (Original Dramatic Score),False,The Day of the Dolphin
1973,MUSIC (Original Dramatic Score),False,Papillon
1973,MUSIC (Original Dramatic Score),False,A Touch of Class
1973,MUSIC (Original Dramatic Score),True,The Way We Were
1973,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),False,Jesus Christ Superstar
1973,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),True,The Sting
1973,MUSIC (Song),False,A Touch of Class
1973,MUSIC (Song),False,Live and Let Die
1973,MUSIC (Song),False,Robin Hood
1973,MUSIC (Song),False,Cinderella Liberty
1973,MUSIC (Song),True,The Way We Were
1973,BEST PICTURE,False,American Graffiti
1973,BEST PICTURE,False,Cries and Whispers
1973,BEST PICTURE,False,The Exorcist
1973,BEST PICTURE,True,The Sting
1973,BEST PICTURE,False,A Touch of Class
1973,SHORT SUBJECT (Animated),True,Frank Film
1973,SHORT SUBJECT (Animated),False,The Legend of John Henry
1973,SHORT SUBJECT (Animated),False,Pulcinella
1973,SHORT SUBJECT (Live Action),True,The Bolero
1973,SHORT SUBJECT (Live Action),False,Clockmaker
1973,SHORT SUBJECT (Live Action),False,Life Times Nine
1973,SOUND,False,The Day of the Dolphin
1973,SOUND,True,The Exorcist
1973,SOUND,False,The Paper Chase
1973,SOUND,False,Paper Moon
1973,SOUND,False,The Sting
1973,WRITING (Screenplay--based on material from another medium),True,The Exorcist
1973,WRITING (Screenplay--based on material from another medium),False,The Last Detail
1973,WRITING (Screenplay--based on material from another medium),False,The Paper Chase
1973,WRITING (Screenplay--based on material from another medium),False,Paper Moon
1973,WRITING (Screenplay--based on material from another medium),False,Serpico
1973,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),False,American Graffiti
1973,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),False,Cries and Whispers
1973,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),False,Save the Tiger
1973,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),True,The Sting
1973,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),False,A Touch of Class
1974,ART DIRECTION,False,Chinatown
1974,ART DIRECTION,False,Earthquake
1974,ART DIRECTION,True,The Godfather Part II
1974,ART DIRECTION,False,The Island at the Top of the World
1974,ART DIRECTION,False,The Towering Inferno
1974,CINEMATOGRAPHY,False,Chinatown
1974,CINEMATOGRAPHY,False,Earthquake
1974,CINEMATOGRAPHY,False,Lenny
1974,CINEMATOGRAPHY,False,Murder on the Orient Express
1974,CINEMATOGRAPHY,True,The Towering Inferno
1974,COSTUME DESIGN,False,Chinatown
1974,COSTUME DESIGN,False,Daisy Miller
1974,COSTUME DESIGN,False,The Godfather Part II
1974,COSTUME DESIGN,True,The Great Gatsby
1974,COSTUME DESIGN,False,Murder on the Orient Express
1974,DIRECTING,False,Chinatown
1974,DIRECTING,False,Day for Night
1974,DIRECTING,True,The Godfather Part II
1974,DIRECTING,False,Lenny
1974,DIRECTING,False,A Woman under the Influence
1974,DOCUMENTARY (Feature),False,Antonia: A Portrait of the Woman
1974,DOCUMENTARY (Feature),False,The Challenge...A Tribute to Modern Art
1974,DOCUMENTARY (Feature),False,The 81st Blow
1974,DOCUMENTARY (Feature),True,Hearts and Minds
1974,DOCUMENTARY (Feature),False,The Wild and the Brave
1974,DOCUMENTARY (Short Subject),False,City Out of Wilderness
1974,DOCUMENTARY (Short Subject),True,Don't
1974,DOCUMENTARY (Short Subject),False,Exploratorium
1974,DOCUMENTARY (Short Subject),False,John Muir's High Sierra
1974,DOCUMENTARY (Short Subject),False,Naked Yoga
1974,FILM EDITING,False,Blazing Saddles
1974,FILM EDITING,False,Chinatown
1974,FILM EDITING,False,Earthquake
1974,FILM EDITING,False,The Longest Yard
1974,FILM EDITING,True,The Towering Inferno
1974,FOREIGN LANGUAGE FILM,True,Amarcord
1974,FOREIGN LANGUAGE FILM,False,Cats' Play
1974,FOREIGN LANGUAGE FILM,False,The Deluge
1974,FOREIGN LANGUAGE FILM,False,"Lacombe, Lucien"
1974,FOREIGN LANGUAGE FILM,False,The Truce
1974,MUSIC (Original Dramatic Score),False,Chinatown
1974,MUSIC (Original Dramatic Score),True,The Godfather Part II
1974,MUSIC (Original Dramatic Score),False,Murder on the Orient Express
1974,MUSIC (Original Dramatic Score),False,Shanks
1974,MUSIC (Original Dramatic Score),False,The Towering Inferno
1974,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),True,The Great Gatsby
1974,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),False,The Little Prince
1974,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),False,Phantom of the Paradise
1974,MUSIC (Song),False,Benji
1974,MUSIC (Song),False,Blazing Saddles
1974,MUSIC (Song),False,The Little Prince
1974,MUSIC (Song),True,The Towering Inferno
1974,MUSIC (Song),False,Gold
1974,BEST PICTURE,False,Chinatown
1974,BEST PICTURE,False,The Conversation
1974,BEST PICTURE,True,The Godfather Part II
1974,BEST PICTURE,False,Lenny
1974,BEST PICTURE,False,The Towering Inferno
1974,SHORT FILM (Animated),True,Closed Mondays
1974,SHORT FILM (Animated),False,The Family That Dwelt Apart
1974,SHORT FILM (Animated),False,Hunger
1974,SHORT FILM (Animated),False,Voyage to Next
1974,SHORT FILM (Animated),False,Winnie the Pooh and Tigger Too
1974,SHORT FILM (Live Action),False,Climb
1974,SHORT FILM (Live Action),False,The Concert
1974,SHORT FILM (Live Action),True,One-Eyed Men Are Kings
1974,SHORT FILM (Live Action),False,Planet Ocean
1974,SHORT FILM (Live Action),False,The Violin
1974,SOUND,False,Chinatown
1974,SOUND,False,The Conversation
1974,SOUND,True,Earthquake
1974,SOUND,False,The Towering Inferno
1974,SOUND,False,Young Frankenstein
1974,WRITING (Original Screenplay),False,Alice Doesn't Live Here Anymore
1974,WRITING (Original Screenplay),True,Chinatown
1974,WRITING (Original Screenplay),False,The Conversation
1974,WRITING (Original Screenplay),False,Day for Night
1974,WRITING (Original Screenplay),False,Harry and Tonto
1974,WRITING (Screenplay Adapted from Other Material),False,The Apprenticeship of Duddy Kravitz
1974,WRITING (Screenplay Adapted from Other Material),True,The Godfather Part II
1974,WRITING (Screenplay Adapted from Other Material),False,Lenny
1974,WRITING (Screenplay Adapted from Other Material),False,Murder on the Orient Express
1974,WRITING (Screenplay Adapted from Other Material),False,Young Frankenstein
1975,ART DIRECTION,True,Barry Lyndon
1975,ART DIRECTION,False,The Hindenburg
1975,ART DIRECTION,False,The Man Who Would Be King
1975,ART DIRECTION,False,Shampoo
1975,ART DIRECTION,False,The Sunshine Boys
1975,CINEMATOGRAPHY,True,Barry Lyndon
1975,CINEMATOGRAPHY,False,The Day of the Locust
1975,CINEMATOGRAPHY,False,Funny Lady
1975,CINEMATOGRAPHY,False,The Hindenburg
1975,CINEMATOGRAPHY,False,One Flew over the Cuckoo's Nest
1975,COSTUME DESIGN,True,Barry Lyndon
1975,COSTUME DESIGN,False,The Four Musketeers
1975,COSTUME DESIGN,False,Funny Lady
1975,COSTUME DESIGN,False,The Magic Flute
1975,COSTUME DESIGN,False,The Man Who Would Be King
1975,DIRECTING,False,Amarcord
1975,DIRECTING,False,Barry Lyndon
1975,DIRECTING,False,Dog Day Afternoon
1975,DIRECTING,False,Nashville
1975,DIRECTING,True,One Flew over the Cuckoo's Nest
1975,DOCUMENTARY (Feature),False,The California Reich
1975,DOCUMENTARY (Feature),False,Fighting for Our Lives
1975,DOCUMENTARY (Feature),False,The Incredible Machine
1975,DOCUMENTARY (Feature),True,The Man Who Skied down Everest
1975,DOCUMENTARY (Feature),False,The Other Half of the Sky: A China Memoir
1975,DOCUMENTARY (Short Subject),False,Arthur and Lillie
1975,DOCUMENTARY (Short Subject),True,The End of the Game
1975,DOCUMENTARY (Short Subject),False,Millions of Years Ahead of Man
1975,DOCUMENTARY (Short Subject),False,Probes in Space
1975,DOCUMENTARY (Short Subject),False,Whistling Smith
1975,FILM EDITING,False,Dog Day Afternoon
1975,FILM EDITING,True,Jaws
1975,FILM EDITING,False,The Man Who Would Be King
1975,FILM EDITING,False,One Flew over the Cuckoo's Nest
1975,FILM EDITING,False,Three Days of the Condor
1975,FOREIGN LANGUAGE FILM,True,Dersu Uzala
1975,FOREIGN LANGUAGE FILM,False,Land of Promise
1975,FOREIGN LANGUAGE FILM,False,Letters from Marusia
1975,FOREIGN LANGUAGE FILM,False,Sandakan No. 8
1975,FOREIGN LANGUAGE FILM,False,Scent of a Woman
1975,MUSIC (Original Score),False,"Birds Do It, Bees Do It"
1975,MUSIC (Original Score),False,Bite the Bullet
1975,MUSIC (Original Score),True,Jaws
1975,MUSIC (Original Score),False,One Flew over the Cuckoo's Nest
1975,MUSIC (Original Score),False,The Wind and the Lion
1975,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),True,Barry Lyndon
1975,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),False,Funny Lady
1975,MUSIC (Original Song),False,Funny Lady
1975,MUSIC (Original Song),True,Nashville
1975,MUSIC (Original Song),False,Whiffs
1975,MUSIC (Original Song),False,The Other Side of the Mountain
1975,MUSIC (Original Song),False,Mahogany
1975,BEST PICTURE,False,Barry Lyndon
1975,BEST PICTURE,False,Dog Day Afternoon
1975,BEST PICTURE,False,Jaws
1975,BEST PICTURE,False,Nashville
1975,BEST PICTURE,True,One Flew over the Cuckoo's Nest
1975,SHORT FILM (Animated),True,Great
1975,SHORT FILM (Animated),False,Kick Me
1975,SHORT FILM (Animated),False,Monsieur Pointu
1975,SHORT FILM (Animated),False,Sisyphus
1975,SHORT FILM (Live Action),True,Angel and Big Joe
1975,SHORT FILM (Live Action),False,Conquest of Light
1975,SHORT FILM (Live Action),False,Dawn Flight
1975,SHORT FILM (Live Action),False,A Day in the Life of Bonnie Consolo
1975,SHORT FILM (Live Action),False,Doubletalk
1975,SOUND,False,Bite the Bullet
1975,SOUND,False,Funny Lady
1975,SOUND,False,The Hindenburg
1975,SOUND,True,Jaws
1975,SOUND,False,The Wind and the Lion
1975,WRITING (Original Screenplay),False,Amarcord
1975,WRITING (Original Screenplay),False,And Now My Love
1975,WRITING (Original Screenplay),True,Dog Day Afternoon
1975,WRITING (Original Screenplay),False,Lies My Father Told Me
1975,WRITING (Original Screenplay),False,Shampoo
1975,WRITING (Screenplay Adapted from Other Material),False,Barry Lyndon
1975,WRITING (Screenplay Adapted from Other Material),False,The Man Who Would Be King
1975,WRITING (Screenplay Adapted from Other Material),True,One Flew over the Cuckoo's Nest
1975,WRITING (Screenplay Adapted from Other Material),False,Scent of a Woman
1975,WRITING (Screenplay Adapted from Other Material),False,The Sunshine Boys
1976,ART DIRECTION,True,All the President's Men
1976,ART DIRECTION,False,The Incredible Sarah
1976,ART DIRECTION,False,The Last Tycoon
1976,ART DIRECTION,False,Logan's Run
1976,ART DIRECTION,False,The Shootist
1976,CINEMATOGRAPHY,True,Bound for Glory
1976,CINEMATOGRAPHY,False,King Kong
1976,CINEMATOGRAPHY,False,Logan's Run
1976,CINEMATOGRAPHY,False,Network
1976,CINEMATOGRAPHY,False,A Star Is Born
1976,COSTUME DESIGN,False,Bound for Glory
1976,COSTUME DESIGN,True,Fellini's Casanova
1976,COSTUME DESIGN,False,The Incredible Sarah
1976,COSTUME DESIGN,False,The Passover Plot
1976,COSTUME DESIGN,False,The Seven-per-cent Solution
1976,DIRECTING,False,All the President's Men
1976,DIRECTING,False,Face to Face
1976,DIRECTING,False,Network
1976,DIRECTING,True,Rocky
1976,DIRECTING,False,Seven Beauties
1976,DOCUMENTARY (Feature),True,"Harlan County, U.S.A."
1976,DOCUMENTARY (Feature),False,Hollywood on Trial
1976,DOCUMENTARY (Feature),False,Off the Edge
1976,DOCUMENTARY (Feature),False,People of the Wind
1976,DOCUMENTARY (Feature),False,Volcano:  An Inquiry into the Life and Death of Malcolm Lowry
1976,DOCUMENTARY (Short Subject),False,American Shoeshine
1976,DOCUMENTARY (Short Subject),False,Blackwood
1976,DOCUMENTARY (Short Subject),False,The End of the Road
1976,DOCUMENTARY (Short Subject),True,Number Our Days
1976,DOCUMENTARY (Short Subject),False,Universe
1976,FILM EDITING,False,All the President's Men
1976,FILM EDITING,False,Bound for Glory
1976,FILM EDITING,False,Network
1976,FILM EDITING,True,Rocky
1976,FILM EDITING,False,Two-Minute Warning
1976,FOREIGN LANGUAGE FILM,True,Black and White in Color
1976,FOREIGN LANGUAGE FILM,False,"Cousin, Cousine"
1976,FOREIGN LANGUAGE FILM,False,"Jacob, the Liar"
1976,FOREIGN LANGUAGE FILM,False,Nights and Days
1976,FOREIGN LANGUAGE FILM,False,Seven Beauties
1976,MUSIC (Original Score),False,Obsession
1976,MUSIC (Original Score),True,The Omen
1976,MUSIC (Original Score),False,The Outlaw Josey Wales
1976,MUSIC (Original Score),False,Taxi Driver
1976,MUSIC (Original Score),False,Voyage of the Damned
1976,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),True,Bound for Glory
1976,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),False,Bugsy Malone
1976,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),False,A Star Is Born
1976,MUSIC (Original Song),False,Half a House
1976,MUSIC (Original Song),False,The Omen
1976,MUSIC (Original Song),False,The Pink Panther Strikes Again
1976,MUSIC (Original Song),True,A Star Is Born
1976,MUSIC (Original Song),False,Rocky
